experiment,id,split,utterance,gold,predicted,correct,confidence,jev_confidence,top1,p1,top2,p2,top3,p3,n_nonzero_options,latency_ms,cost_usd,described_predicted,described_correct,described_confidence
E1-inscope,train-190,train,move money from one account to another,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,186,0.00010449600000000001,,,
E1-inscope,train-191,train,transfer between two accounts,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,133,0.00010437,,,
E1-inscope,train-192,train,make a transfer between accounts,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,139,0.000104412,,,
E1-inscope,train-193,train,send money to another account,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,80,0.000104412,,,
E1-inscope,train-194,train,i need ten dollars sent from b of a to washington mutual,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,124,0.000104706,,,
E1-inscope,train-195,train,transfer fifty dollars between my chase and bank of america account,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,118,0.000104664,,,
E1-inscope,train-196,train,deposit ten bucks from my chase account to my ally account,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,163,0.000104664,,,
E1-inscope,train-197,train,put a hundred dollars in my ally account from bluebird,transfer,transfer,1,0.99,0.98,transfer,0.99,direct_deposit,0.01,,,2,108,0.000104706,,,
E1-inscope,train-198,train,i want seventy bucks transferred from b of a to chase,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,115,0.000104664,,,
E1-inscope,train-199,train,can i initiate a one-time transfer from my savings account to my money market account,transfer,transfer,1,1.0,1.0,transfer,1.0,,,,,1,147,0.00010487400000000001,,,
E1-inscope,train-200,train,please set a 4 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,130,0.00010449600000000001,,,
E1-inscope,train-201,train,please set a timer for 6 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,230,0.00010453800000000001,,,
E1-inscope,train-202,train,set a timer for 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,141,0.00010449600000000001,,,
E1-inscope,train-203,train,i need a 7 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,131,0.00010449600000000001,,,
E1-inscope,train-204,train,i need to set the timer for two minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,125,0.00010458000000000002,,,
E1-inscope,train-205,train,can you set a timer for me for fifteen minutes starting now,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,121,0.000104706,,,
E1-inscope,train-206,train,start the timer now and stop at thirty minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,161,0.00010458000000000002,,,
E1-inscope,train-207,train,i would like you to set the timer to go off in ten minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,177,0.00010479,,,
E1-inscope,train-208,train,please set a timer for 40 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,168,0.00010458000000000002,,,
E1-inscope,train-209,train,wake me in an hour,timer,alarm,0,0.78,0.77,alarm,0.78,timer,0.19,reminder,0.03,3,198,0.000104412,,,
E1-inscope,train-210,train,please set a timer for cookies,timer,timer,1,0.98,0.98,timer,0.98,cook_time,0.02,,,2,148,0.00010445400000000001,,,
E1-inscope,train-211,train,i want a timer set,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,174,0.000104412,,,
E1-inscope,train-212,train,remind me in (x) hours,timer,reminder,0,0.99,0.99,reminder,0.99,timer,0.01,,,2,127,0.00010453800000000001,,,
E1-inscope,train-213,train,set timer for (x) minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,154,0.00010449600000000001,,,
E1-inscope,train-214,train,i gotta have a 10 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,165,0.00010458000000000002,,,
E1-inscope,train-215,train,please set a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,92,0.00010445400000000001,,,
E1-inscope,train-216,train,i need a 10 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,208,0.00010453800000000001,,,
E1-inscope,train-217,train,i wish to have a 10 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,230,0.000104622,,,
E1-inscope,train-218,train,i really need to set a timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,105,0.00010449600000000001,,,
E1-inscope,train-219,train,set a new timer for ten seconds,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,183,0.00010449600000000001,,,
E1-inscope,train-220,train,set a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,111,0.000104412,,,
E1-inscope,train-221,train,i want a 10 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,183,0.00010453800000000001,,,
E1-inscope,train-222,train,i gotta set a timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,170,0.000104412,,,
E1-inscope,train-223,train,set a 10 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,96,0.00010449600000000001,,,
E1-inscope,train-224,train,set a brand new timer for eight seconds,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,223,0.00010453800000000001,,,
E1-inscope,train-225,train,set a ten second timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,194,0.000104412,,,
E1-inscope,train-226,train,i must set a timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,152,0.000104412,,,
E1-inscope,train-227,train,set a timer for twelve seconds,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,145,0.00010445400000000001,,,
E1-inscope,train-228,train,set a timer for fifteen seconds,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,192,0.00010445400000000001,,,
E1-inscope,train-229,train,tell me when two minutes are up,timer,timer,1,0.99,0.99,timer,0.99,alarm,0.01,,,2,205,0.00010449600000000001,,,
E1-inscope,train-230,train,start a timer for two minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,197,0.00010445400000000001,,,
E1-inscope,train-231,train,set a timer for two minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,142,0.00010445400000000001,,,
E1-inscope,train-232,train,start counting down from two minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,457,0.00010445400000000001,,,
E1-inscope,train-233,train,can you set a timer for two minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,186,0.00010453800000000001,,,
E1-inscope,train-234,train,"""please set 5 minute timer",timer,timer,1,1.0,1.0,timer,1.0,,,,,1,135,0.00010453800000000001,,,
E1-inscope,train-235,train,can u please set the timer for 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,169,0.000104622,,,
E1-inscope,train-236,train,set timer of 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,145,0.00010445400000000001,,,
E1-inscope,train-237,train,"""can u set a timer for 5 minutes",timer,timer,1,1.0,1.0,timer,1.0,,,,,1,226,0.000104622,,,
E1-inscope,train-238,train,set a one hour timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,176,0.000104412,,,
E1-inscope,train-239,train,please set a timer for 20 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,234,0.00010458000000000002,,,
E1-inscope,train-240,train,set a five minute timer please,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,178,0.00010445400000000001,,,
E1-inscope,train-241,train,set a timer for two hours,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,190,0.00010445400000000001,,,
E1-inscope,train-242,train,can you set a two hour timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,173,0.00010449600000000001,,,
E1-inscope,train-243,train,set the timer for me please,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,182,0.00010445400000000001,,,
E1-inscope,train-244,train,you need to set the timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,101,0.00010453800000000001,,,
E1-inscope,train-245,train,i need you to set timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,160,0.00010453800000000001,,,
E1-inscope,train-246,train,please set the timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,183,0.00010445400000000001,,,
E1-inscope,train-247,train,i would like a timer set,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,133,0.00010445400000000001,,,
E1-inscope,train-248,train,can you set a timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,171,0.000104412,,,
E1-inscope,train-249,train,i need you to set a time,timer,time,0,0.49,0.47,time,0.49,schedule_meeting,0.32,calendar,0.06,8,102,0.00010449600000000001,,,
E1-inscope,train-250,train,i need a timer set for 15 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,317,0.000104622,,,
E1-inscope,train-251,train,start a countdown for 20 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,182,0.00010453800000000001,,,
E1-inscope,train-252,train,set a timer for 15 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,135,0.00010453800000000001,,,
E1-inscope,train-253,train,i'll need you to set a timer for 10 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,101,0.00010474800000000001,,,
E1-inscope,train-254,train,let's get a timer set for 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,291,0.000104622,,,
E1-inscope,train-255,train,set a timer for 35 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,132,0.00010453800000000001,,,
E1-inscope,train-256,train,please start counting down from 10 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,151,0.00010458000000000002,,,
E1-inscope,train-257,train,let's get a timer going for 10 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,126,0.000104664,,,
E1-inscope,train-258,train,i need a timer for 20 seconds,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,153,0.00010458000000000002,,,
E1-inscope,train-259,train,timer 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,107,0.00010437,,,
E1-inscope,train-260,train,alert me in 20 minutes,timer,timer,1,0.44,0.43,timer,0.44,reminder,0.38,alarm,0.18,3,217,0.00010449600000000001,,,
E1-inscope,train-261,train,give me a 10 minute countdown,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,201,0.00010453800000000001,,,
E1-inscope,train-262,train,let me know in 15 minutes please,timer,reminder,0,0.6,0.59,reminder,0.6,timer,0.27,alarm,0.05,5,189,0.00010458000000000002,,,
E1-inscope,train-263,train,"i'm cooking an egg, timer for 3 mins",timer,timer,1,0.78,0.78,timer,0.78,cook_time,0.22,,,2,151,0.000104664,,,
E1-inscope,train-264,train,10 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,170,0.00010437,,,
E1-inscope,train-265,train,start a timer for 10 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,153,0.00010453800000000001,,,
E1-inscope,train-266,train,timer 10 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,144,0.000104412,,,
E1-inscope,train-267,train,count down 10 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,109,0.00010445400000000001,,,
E1-inscope,train-268,train,make up a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,163,0.00010445400000000001,,,
E1-inscope,train-269,train,create a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,178,0.000104412,,,
E1-inscope,train-270,train,can you set a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,108,0.00010449600000000001,,,
E1-inscope,train-271,train,i need to set a timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,186,0.00010445400000000001,,,
E1-inscope,train-272,train,set up a timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,90,0.00010437,,,
E1-inscope,train-273,train,could you start a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,146,0.00010449600000000001,,,
E1-inscope,train-274,train,lets set a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,149,0.00010445400000000001,,,
E1-inscope,train-275,train,please run a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,174,0.00010445400000000001,,,
E1-inscope,train-276,train,set a one minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,252,0.000104412,,,
E1-inscope,train-277,train,set a five minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,264,0.000104412,,,
E1-inscope,train-278,train,set a seven minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,177,0.000104412,,,
E1-inscope,train-279,train,start a timer for me,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,143,0.000104412,,,
E1-inscope,train-280,train,set a four minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,250,0.000104412,,,
E1-inscope,train-281,train,set a six minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,222,0.000104412,,,
E1-inscope,train-282,train,how do i set a timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,168,0.00010445400000000001,,,
E1-inscope,train-283,train,i want a timer for 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,84,0.00010453800000000001,,,
E1-inscope,train-284,train,timer for 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,185,0.000104412,,,
E1-inscope,train-285,train,set a timer to go off in 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,131,0.000104622,,,
E1-inscope,train-286,train,set timer for 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,300,0.00010445400000000001,,,
E1-inscope,train-287,train,i want to set a timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,210,0.00010445400000000001,,,
E1-inscope,train-288,train,make a timer for 5 minutes,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,157,0.00010449600000000001,,,
E1-inscope,train-289,train,please set a timer for,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,191,0.000104412,,,
E1-inscope,train-290,train,remind me that time is up in sixty minutes,timer,reminder,0,0.78,0.77,reminder,0.78,timer,0.2,alarm,0.02,3,201,0.000104622,,,
E1-inscope,train-291,train,set an alarm for nine minutes from now,timer,alarm,0,0.97,0.97,alarm,0.97,timer,0.03,,,2,144,0.00010453800000000001,,,
E1-inscope,train-292,train,tell me when ninety minutes have passed,timer,timer,1,0.92,0.91,timer,0.92,reminder,0.05,alarm,0.03,3,115,0.00010449600000000001,,,
E1-inscope,train-293,train,please set timer for 4 pm,timer,timer,1,0.98,0.97,timer,0.98,alarm,0.02,,,2,130,0.00010449600000000001,,,
E1-inscope,train-294,train,want 5 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,232,0.000104412,,,
E1-inscope,train-295,train,set 30 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,236,0.00010445400000000001,,,
E1-inscope,train-296,train,get a 3 minute timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,131,0.00010445400000000001,,,
E1-inscope,train-297,train,"please, can you set the timer for me",timer,timer,1,1.0,1.0,timer,1.0,,,,,1,346,0.00010458000000000002,,,
E1-inscope,train-298,train,can you please the timer,timer,timer,1,0.99,0.98,timer,0.99,cancel,0.01,,,2,270,0.000104412,,,
E1-inscope,train-299,train,will you set the timer,timer,timer,1,1.0,1.0,timer,1.0,,,,,1,261,0.000104412,,,
E1-inscope,train-300,train,what is the meaning of realism,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,118,0.00010445400000000001,,,
E1-inscope,train-301,train,what is regard mean,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,133,0.00010437,,,
E1-inscope,train-302,train,what is the meaning of interorganizational,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,139,0.000104664,,,
E1-inscope,train-303,train,what is it is all relative mean,definition,definition,1,0.97,0.97,definition,0.97,meaning_of_life,0.03,,,2,122,0.00010449600000000001,,,
E1-inscope,train-304,train,what is intercontinental mean,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,148,0.00010449600000000001,,,
E1-inscope,train-305,train,what is the meaning of supercede,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,146,0.00010453800000000001,,,
E1-inscope,train-306,train,what is let it be mean,definition,definition,1,0.98,0.98,definition,0.98,meaning_of_life,0.01,what_song,0.01,3,222,0.00010445400000000001,,,
E1-inscope,train-307,train,what is the definition of incomprehensible,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,112,0.000104622,,,
E1-inscope,train-308,train,what is the meaning of stupendous,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,271,0.00010453800000000001,,,
E1-inscope,train-309,train,what is the definition of intelligent,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,156,0.00010445400000000001,,,
E1-inscope,train-310,train,what is good riddance mean,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,275,0.00010445400000000001,,,
E1-inscope,train-311,train,what is break a leg mean,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,131,0.00010445400000000001,,,
E1-inscope,train-312,train,what is the meaning of hyperactive,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,211,0.00010458000000000002,,,
E1-inscope,train-313,train,what is the definition of valor,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,184,0.00010445400000000001,,,
E1-inscope,train-314,train,what is stupedous meant,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,178,0.00010445400000000001,,,
E1-inscope,train-315,train,find the meaning of qat,definition,definition,1,1.0,1.0,definition,1.0,,,,,1,144,0.000104412,,,
E1-inscope,train-316,train,what the heck is qat,definition,definition,1,1.0,0.99,definition,1.0,,,,,1,168,0.000104412,,,
